,num-cars,num-peds,time
1088,252,95,42.68333333333333
1089,252,95,42.85
1090,252,95,43.18333333333333
1091,252,95,43.55
1092,252,95,43.975
1093,252,95,44.61666666666667
1094,252,95,46.43333333333333
1095,252,95,46.608333333333334
1096,252,95,49.516666666666666
1097,252,95,50.5
1098,252,95,52.19166666666667
1099,264,93,24.083333333333332
1100,264,93,26.916666666666668
1101,264,93,27.108333333333334
1102,264,93,28.825
1103,264,93,28.975
1104,264,93,29.025
1105,264,93,29.633333333333333
1106,264,93,30.291666666666668
1107,264,93,30.316666666666666
1108,252,95,60.775
1109,264,93,31.758333333333333
1110,264,93,31.766666666666666
1111,264,93,32.05833333333333
1112,264,93,32.30833333333333
1113,264,93,32.95
1114,264,93,33.25
1115,264,93,33.36666666666667
1116,264,93,34.43333333333333
1117,264,93,35.3
1118,264,93,35.5
1119,264,93,35.6
1120,264,93,35.65833333333333
1121,264,93,35.733333333333334
1122,264,93,36.30833333333333
1123,264,93,37.06666666666667
1124,264,93,37.43333333333333
1125,264,93,37.608333333333334
1126,264,93,37.96666666666667
1127,264,93,38.458333333333336
1128,264,93,38.475
1129,264,93,38.5
1130,264,93,38.983333333333334
1131,264,93,40.2
1132,264,93,40.35
1133,264,93,41.016666666666666
1134,264,93,41.55
1135,264,93,41.55833333333333
1136,264,93,42.31666666666667
1137,264,93,42.375
1138,264,93,42.55
1139,264,93,44.05833333333333
1140,264,93,44.9
1141,264,93,46.49166666666667
1142,264,93,49.108333333333334
1143,264,93,49.44166666666667
1144,264,93,50.608333333333334
1145,264,93,52.775
1146,276,93,23.075
1147,264,93,53.583333333333336
1148,264,93,55.0
1149,276,93,27.333333333333332
1150,276,93,27.433333333333334
1151,276,93,27.458333333333332
1152,276,93,28.241666666666667
1153,276,93,28.575
1154,276,93,29.041666666666668
1155,276,93,29.358333333333334
1156,276,93,29.691666666666666
1157,276,93,29.741666666666667
1158,276,93,29.9
1159,264,93,60.291666666666664
1160,276,93,30.383333333333333
1161,276,93,30.491666666666667
1162,276,93,30.575
1163,276,93,31.308333333333334
1164,276,93,31.766666666666666
1165,276,93,31.766666666666666
1166,276,93,32.025
1167,276,93,32.05
1168,276,93,32.43333333333333
1169,276,93,32.891666666666666
1170,276,93,33.291666666666664
1171,276,93,33.5
1172,276,93,33.891666666666666
1173,276,93,34.06666666666667
1174,276,93,34.416666666666664
1175,276,93,34.6
1176,276,93,35.925
1177,276,93,37.34166666666667
1178,276,93,37.49166666666667
1179,276,93,37.775
1180,276,93,38.141666666666666
1181,276,93,38.59166666666667
1182,276,93,41.28333333333333
1183,276,93,42.55833333333333
1184,276,93,42.80833333333333
1185,276,93,43.041666666666664
1186,276,93,43.333333333333336
1187,276,93,43.358333333333334
1188,276,93,45.358333333333334
1189,264,93,75.79166666666667
1190,276,93,45.94166666666667
1191,276,93,47.43333333333333
1192,276,93,47.733333333333334
1193,276,93,47.75
1194,276,93,51.88333333333333
1195,276,93,53.69166666666667
1196,288,90,24.341666666666665
1197,276,93,54.75
1198,288,90,25.083333333333332
1199,288,90,27.458333333333332
1200,276,93,57.958333333333336
1201,288,90,28.125
1202,288,90,28.616666666666667
1203,288,90,28.625
1204,288,90,28.8
1205,288,90,28.858333333333334
1206,288,90,28.991666666666667
1207,288,90,29.708333333333332
1208,288,90,30.133333333333333
1209,288,90,31.533333333333335
1210,288,90,31.891666666666666
1211,288,90,31.916666666666668
1212,288,90,32.31666666666667
1213,288,90,32.325
1214,288,90,32.4
1215,288,90,32.55
1216,288,90,32.80833333333333
1217,288,90,32.875
1218,288,90,34.36666666666667
1219,288,90,35.141666666666666
1220,288,90,35.458333333333336
1221,288,90,35.891666666666666
1222,288,90,35.975
1223,288,90,36.21666666666667
1224,288,90,37.8
1225,288,90,38.275
1226,288,90,38.56666666666667
1227,288,90,38.69166666666667
1228,288,90,38.858333333333334
1229,288,90,38.925
1230,288,90,39.84166666666667
1231,276,93,69.94166666666666
1232,288,90,39.96666666666667
1233,288,90,40.09166666666667
1234,288,90,40.21666666666667
1235,288,90,40.46666666666667
1236,276,93,70.71666666666667
1237,288,90,40.74166666666667
1238,288,90,41.291666666666664
1239,288,90,42.06666666666667
1240,288,90,42.49166666666667
1241,288,90,43.13333333333333
1242,288,90,44.983333333333334
1243,288,90,46.3
1244,288,90,46.85
1245,288,90,47.225
1246,288,90,51.125
1247,288,90,53.09166666666667
1248,300,91,23.825
1249,300,91,26.933333333333334
1250,300,91,27.891666666666666
1251,300,91,28.016666666666666
1252,300,91,28.625
1253,300,91,28.641666666666666
1254,300,91,28.958333333333332
1255,300,91,29.908333333333335
1256,300,91,29.975
1257,300,91,30.4
1258,300,91,30.475
1259,300,91,30.541666666666668
1260,300,91,30.875
1261,300,91,31.091666666666665
1262,300,91,31.133333333333333
1263,300,91,31.333333333333332
1264,288,90,61.85
1265,300,91,32.1
1266,300,91,32.55
1267,300,91,33.6
1268,300,91,34.28333333333333
1269,288,90,64.4
1270,300,91,34.46666666666667
1271,300,91,34.55833333333333
1272,300,91,34.891666666666666
1273,300,91,35.45
1274,300,91,36.38333333333333
1275,300,91,36.525
1276,300,91,36.791666666666664
1277,300,91,37.275
1278,300,91,38.3
1279,300,91,38.541666666666664
1280,300,91,39.0
1281,300,91,39.28333333333333
1282,300,91,40.46666666666667
1283,300,91,41.35
1284,300,91,41.416666666666664
1285,300,91,42.49166666666667
1286,300,91,42.575
1287,300,91,43.166666666666664
1288,300,91,44.641666666666666
1289,300,91,44.975
1290,300,91,45.31666666666667
1291,300,91,46.708333333333336
1292,300,91,48.516666666666666
1293,300,91,48.625
1294,300,91,48.63333333333333
1295,300,91,48.833333333333336
1296,300,91,49.275
1297,312,92,24.566666666666666
1298,312,92,24.833333333333332
1299,312,92,24.933333333333334
1300,312,92,26.683333333333334
1301,300,91,57.083333333333336
1302,312,92,27.8
1303,312,92,27.991666666666667
1304,312,92,28.675
1305,300,91,58.68333333333333
1306,312,92,29.066666666666666
1307,312,92,29.525
1308,312,92,29.816666666666666
1309,312,92,30.341666666666665
1310,312,92,31.0
1311,312,92,31.466666666666665
1312,312,92,33.3
1313,312,92,33.55
1314,312,92,33.675
1315,312,92,33.68333333333333
1316,312,92,34.025
1317,312,92,34.333333333333336
1318,312,92,34.80833333333333
1319,300,91,65.05833333333334
1320,312,92,35.175
1321,312,92,35.475
1322,312,92,36.44166666666667
1323,312,92,36.85
