0,(patch 33 0),(patch 66 0),0.05253819594527413,0,1791
6,(patch 64 0),(patch 0 63),0.06426122991563614,0,2022
9,(patch 37 0),(patch 99 37),0.044817220108116666,0,2173
2,(patch 39 0),(patch 99 61),0.0558163225047625,0,2266
1,(patch 61 99),(patch 62 0),0.04215008402767464,0,2362
4,(patch 63 0),(patch 39 0),0.03942441939780616,0,2492
7,(patch 99 35),(patch 99 63),0.03242328991359133,0,3117
15,(patch 65 99),(patch 99 34),0.07537251817904483,1800,3122
8,(patch 0 61),(patch 99 62),0.028854877157134272,0,3426
5,(patch 99 66),(patch 38 99),0.02831783455406621,0,3676
18,(patch 62 0),(patch 99 60),0.05203246103325985,1800,3799
16,(patch 0 32),(patch 0 62),0.04461727011726572,1800,4078
12,(patch 61 0),(patch 34 99),0.05201171342949113,1800,4161
13,(patch 39 99),(patch 99 39),0.050028949647262205,1800,4464
17,(patch 0 39),(patch 99 61),0.04427283051771403,1800,4647
29,(patch 0 61),(patch 37 0),0.08442702679518463,3600,4780
19,(patch 0 65),(patch 99 37),0.037257303107539275,1800,5052
24,(patch 99 39),(patch 61 99),0.06587117061994989,3600,5095
25,(patch 99 34),(patch 35 99),0.059285498346123414,3600,5757
22,(patch 33 0),(patch 63 99),0.05557298328280772,3600,5905
27,(patch 37 99),(patch 65 0),0.0381812046799005,3600,6744
32,(patch 99 66),(patch 0 60),0.0680361670946188,5400,6859
20,(patch 63 0),(patch 99 60),0.03204784485849731,3600,6873
10,(patch 35 0),(patch 99 66),0.02382326573393312,1800,6977
28,(patch 99 66),(patch 34 0),0.036441024083637,3600,7050
23,(patch 65 0),(patch 38 99),0.03561116480367728,3600,7112
35,(patch 99 35),(patch 37 99),0.06179837252993827,5400,7387
21,(patch 0 33),(patch 65 99),0.03363742970402513,3600,7448
31,(patch 99 35),(patch 36 0),0.04919114298436707,5400,7492
39,(patch 99 36),(patch 38 99),0.05682032841661481,5400,7627
37,(patch 99 62),(patch 99 39),0.044985205765591604,5400,7652
34,(patch 33 99),(patch 0 32),0.042656734338656056,5400,7730
38,(patch 65 0),(patch 0 39),0.0402747433957172,5400,7987
47,(patch 99 33),(patch 99 65),0.09112106454641775,7200,8259
3,(patch 0 34),(patch 66 99),0.014730712464730159,0,8476
44,(patch 99 36),(patch 63 99),0.07385982430383883,7200,8496
45,(patch 33 0),(patch 33 99),0.06984079392586334,7200,8627
33,(patch 99 65),(patch 37 0),0.03883377434713789,5400,8724
36,(patch 0 62),(patch 66 0),0.0320231591401731,5400,9071
40,(patch 34 99),(patch 36 0),0.04671337783087766,7200,9310
41,(patch 35 0),(patch 67 99),0.05571713966840034,7200,9440
42,(patch 99 66),(patch 0 32),0.043090237812336035,7200,10138
49,(patch 99 65),(patch 39 0),0.04139884708315989,7200,10145
46,(patch 0 67),(patch 61 0),0.04017225199234505,7200,10454
50,(patch 62 99),(patch 37 99),0.06257953182102535,9000,10588
57,(patch 99 33),(patch 0 65),0.07603460792771048,9000,10592
14,(patch 37 99),(patch 99 34),0.013556372673087128,1800,10884
51,(patch 64 99),(patch 32 0),0.062403841704044935,9000,11074
54,(patch 37 0),(patch 61 99),0.05621696875583867,9000,11288
56,(patch 39 99),(patch 99 34),0.05532524627012534,9000,11308
55,(patch 67 99),(patch 35 0),0.04848383775095253,9000,11640
53,(patch 99 35),(patch 0 67),0.04617882755062108,9000,11734
58,(patch 33 99),(patch 64 99),0.034047634173892324,9000,11883
59,(patch 33 99),(patch 0 32),0.03183190371890216,9000,11979
52,(patch 99 36),(patch 32 99),0.03970730259652841,9000,12051
63,(patch 37 0),(patch 64 99),0.07593222408635954,10800,12421
26,(patch 99 39),(patch 37 99),0.013004415618533546,3600,12731
68,(patch 39 0),(patch 66 99),0.061519164765606184,10800,12769
62,(patch 99 63),(patch 0 36),0.059479545464025244,10800,12899
65,(patch 35 0),(patch 39 99),0.04633258760651262,10800,12943
61,(patch 60 99),(patch 64 0),0.047449233591784865,10800,12956
30,(patch 99 61),(patch 99 35),0.012561941694808627,5400,13021
66,(patch 38 99),(patch 65 0),0.055932153253779406,10800,13041
60,(patch 65 99),(patch 34 0),0.04916134246530804,10800,13337
43,(patch 0 39),(patch 61 99),0.02032733582131421,7200,13379
48,(patch 0 63),(patch 64 0),0.021900263902227258,7200,13526
71,(patch 35 0),(patch 0 63),0.0733310122203217,12600,13909
70,(patch 0 37),(patch 60 0),0.07413770813471703,12600,13916
77,(patch 66 0),(patch 36 0),0.07047863133527409,12600,14005
64,(patch 0 63),(patch 32 0),0.02651849062137539,10800,14405
