11,(patch 99 62),(patch 67 0),0.09353950585414515,0,1020
5,(patch 99 61),(patch 32 99),0.06448771069756952,0,1481
7,(patch 34 99),(patch 35 0),0.0654710432775704,0,1512
10,(patch 32 0),(patch 99 60),0.07991835248379348,0,1568
3,(patch 0 37),(patch 64 99),0.07072764749734972,0,1727
6,(patch 0 67),(patch 99 33),0.06643515175799439,0,1895
2,(patch 34 0),(patch 0 62),0.0445652661129231,0,2179
8,(patch 64 0),(patch 35 99),0.05478213034540192,0,2300
26,(patch 62 99),(patch 61 0),0.06859348952187515,1800,3250
18,(patch 99 32),(patch 64 99),0.0608231051462275,1800,3348
4,(patch 62 0),(patch 0 66),0.033832682222791864,0,3601
22,(patch 65 99),(patch 38 99),0.05257913361084828,1800,3687
25,(patch 99 39),(patch 0 63),0.06620454655314596,1800,3755
19,(patch 39 0),(patch 99 66),0.059969235941581385,1800,3961
20,(patch 32 0),(patch 65 99),0.054786675282985385,1800,4141
27,(patch 32 0),(patch 99 65),0.04535042497235027,1800,4552
24,(patch 66 0),(patch 0 34),0.031638670992458984,1800,4820
23,(patch 99 39),(patch 0 63),0.03985466876497371,1800,5039
37,(patch 0 63),(patch 0 38),0.06441824804474351,3600,5094
32,(patch 62 99),(patch 0 35),0.0860294334495283,3600,5197
9,(patch 61 0),(patch 34 99),0.022773443094107677,0,5476
33,(patch 0 62),(patch 99 61),0.046950992740558445,3600,5722
38,(patch 39 99),(patch 60 0),0.06044204568887432,3600,5741
30,(patch 35 99),(patch 61 0),0.0591590299986184,3600,5791
21,(patch 32 0),(patch 60 99),0.02899260236391381,1800,6273
39,(patch 0 61),(patch 60 0),0.0457566653755399,3600,6358
35,(patch 34 0),(patch 99 60),0.04352133396896033,3600,6593
42,(patch 99 37),(patch 0 60),0.08121959148066214,5400,7039
40,(patch 0 65),(patch 62 99),0.051155341976327366,5400,7312
49,(patch 99 65),(patch 0 61),0.050433866302630664,5400,7388
46,(patch 99 32),(patch 0 62),0.06450698566620947,5400,7469
48,(patch 63 99),(patch 0 37),0.058780197131320086,5400,7557
45,(patch 0 60),(patch 32 0),0.04231713103028827,5400,7617
43,(patch 99 33),(patch 38 99),0.05829338431823784,5400,7640
47,(patch 99 35),(patch 33 99),0.05096794862530042,5400,7729
41,(patch 37 0),(patch 60 99),0.054667374580416456,5400,7822
34,(patch 0 32),(patch 0 65),0.024172333709450947,3600,7959
52,(patch 99 36),(patch 38 0),0.07957231419032199,7200,8373
55,(patch 39 99),(patch 0 35),0.08170252083743289,7200,8424
44,(patch 64 0),(patch 0 36),0.03305520017482477,5400,8436
57,(patch 0 60),(patch 0 34),0.05548163635901447,7200,8940
53,(patch 0 36),(patch 0 61),0.05162741436612099,7200,8968
50,(patch 0 33),(patch 0 60),0.054898463820123616,7200,9023
31,(patch 0 67),(patch 99 37),0.023141602308756573,3600,9075
54,(patch 37 0),(patch 99 62),0.06836010682400148,7200,9105
36,(patch 99 61),(patch 36 0),0.02374566924006781,3600,9158
58,(patch 99 67),(patch 0 38),0.05745059745661661,7200,9557
59,(patch 0 37),(patch 60 99),0.04826461890954436,7200,9846
69,(patch 39 99),(patch 99 61),0.0872063469761967,9000,10128
51,(patch 38 0),(patch 99 33),0.032103160331705724,7200,10267
