5,(patch 60 3),(patch 58 96),0.040263841254236356,19,0,1,0,2328,19.4
8,(patch 60 96),(patch 61 3),0.03292199265572076,19,0,1,0,2836,23.633333333333333
12,(patch 3 40),(patch 96 42),0.03175121027384219,19,0,1,0,2930,24.416666666666668
18,(patch 61 3),(patch 57 96),0.031229669143590034,19,0,1,0,2984,24.866666666666667
6,(patch 57 3),(patch 59 96),0.02773049320168499,19,0,1,0,3359,27.991666666666667
13,(patch 38 3),(patch 40 96),0.029100639596224793,19,0,1,0,3365,28.041666666666668
19,(patch 38 3),(patch 40 96),0.03005734461403104,19,0,1,0,3417,28.475
9,(patch 57 3),(patch 60 96),0.027560362709730234,19,0,1,0,3448,28.733333333333334
15,(patch 3 58),(patch 96 60),0.026308235997628025,19,0,1,0,3534,29.45
10,(patch 42 3),(patch 38 96),0.02753225876715341,19,0,1,0,3560,29.666666666666668
0,(patch 3 60),(patch 96 57),0.02598162698140446,19,0,1,0,3621,30.175
4,(patch 3 42),(patch 96 39),0.02512694026681435,19,0,1,0,3730,31.083333333333332
3,(patch 61 3),(patch 58 96),0.02511715262248391,19,0,1,0,3751,31.258333333333333
16,(patch 38 96),(patch 40 3),0.028085400016492408,19,0,1,0,3759,31.325
38,(patch 3 42),(patch 96 40),0.03985050919597415,39,6,1,1800,4127,19.391666666666666
7,(patch 39 3),(patch 40 96),0.022753495797673003,19,0,1,0,4173,34.775
2,(patch 3 58),(patch 96 57),0.02195882848892307,19,0,1,0,4273,35.608333333333334
14,(patch 61 3),(patch 58 96),0.022598426565373662,19,0,1,0,4276,35.63333333333333
42,(patch 42 3),(patch 41 96),0.03498086001821943,39,6,1,1800,4458,22.15
17,(patch 3 59),(patch 96 57),0.020315690738380316,19,0,1,0,4588,38.233333333333334
31,(patch 42 96),(patch 38 3),0.030496871774416037,39,6,1,1800,4967,26.391666666666666
27,(patch 59 96),(patch 60 3),0.02904575902855798,39,6,1,1800,5046,27.05
30,(patch 60 3),(patch 60 96),0.028815374934222385,39,6,1,1800,5056,27.133333333333333
45,(patch 39 3),(patch 42 96),0.028113521311187866,39,6,1,1800,5206,28.383333333333333
44,(patch 60 96),(patch 58 3),0.02715790201688684,39,6,1,1800,5308,29.233333333333334
40,(patch 58 96),(patch 61 3),0.026442528360490065,39,6,1,1800,5447,30.391666666666666
39,(patch 41 96),(patch 39 3),0.02665211033889687,39,6,1,1800,5472,30.6
36,(patch 39 3),(patch 42 96),0.02703519902360563,39,6,1,1800,5507,30.891666666666666
26,(patch 61 96),(patch 61 3),0.02545692708088649,39,6,1,1800,5591,31.591666666666665
35,(patch 59 3),(patch 60 96),0.0247637607915453,39,6,1,1800,5605,31.708333333333332
41,(patch 61 3),(patch 59 96),0.023977419973951856,39,6,1,1800,5740,32.833333333333336
33,(patch 3 59),(patch 96 59),0.024888318760325205,39,6,1,1800,5751,32.925
34,(patch 3 39),(patch 96 39),0.02429148627248744,39,6,1,1800,5864,33.86666666666667
37,(patch 3 57),(patch 96 57),0.025288501821924138,39,6,1,1800,6137,36.141666666666666
43,(patch 39 3),(patch 42 96),0.02113242682215329,39,6,1,1800,6349,37.90833333333333
29,(patch 39 96),(patch 39 3),0.022392902071293096,39,6,1,1800,6397,38.30833333333333
58,(patch 61 3),(patch 58 96),0.03235167638254634,49,7,1,3600,6503,24.191666666666666
32,(patch 3 57),(patch 96 60),0.02041409834559228,39,6,1,1800,6552,39.6
68,(patch 61 3),(patch 58 96),0.03224116113963862,49,7,1,3600,6553,24.608333333333334
50,(patch 3 40),(patch 96 39),0.03250963117655361,49,7,1,3600,6800,26.666666666666668
62,(patch 3 38),(patch 96 38),0.02900176202700572,49,7,1,3600,6970,28.083333333333332
67,(patch 61 96),(patch 61 3),0.028077475443306212,49,7,1,3600,6978,28.15
65,(patch 38 3),(patch 41 96),0.02833018549836293,49,7,1,3600,7112,29.266666666666666
54,(patch 3 40),(patch 96 42),0.02744538748001959,49,7,1,3600,7178,29.816666666666666
64,(patch 58 3),(patch 61 96),0.026411887663391538,49,7,1,3600,7186,29.883333333333333
11,(patch 3 61),(patch 96 57),0.014019263076053187,19,0,1,0,7232,60.266666666666666
56,(patch 40 3),(patch 42 96),0.02627686576402375,49,7,1,3600,7294,30.783333333333335
55,(patch 61 3),(patch 59 96),0.025948165622714424,49,7,1,3600,7375,31.458333333333332
61,(patch 41 96),(patch 40 3),0.023065659099869684,49,7,1,3600,7739,34.49166666666667
80,(patch 42 3),(patch 38 96),0.038110658265031155,54,8,1,5400,7904,20.866666666666667
66,(patch 3 40),(patch 96 40),0.028214037109964365,49,7,1,3600,7907,35.891666666666666
63,(patch 38 96),(patch 39 3),0.02263259284370344,49,7,1,3600,7925,36.041666666666664
1,(patch 41 3),(patch 42 96),0.01190311741431527,19,0,1,0,7958,66.31666666666666
