5,(patch 3 58),(patch 96 60),0.040263841,19,0,1,0,2335,19.45833333
8,(patch 96 58),(patch 3 57),0.032921993,19,0,1,0,2845,23.70833333
12,(patch 96 40),(patch 3 42),0.03175121,19,0,1,0,2938,24.48333333
18,(patch 3 57),(patch 96 61),0.031229669,19,0,1,0,3010,25.08333333
19,(patch 96 61),(patch 3 59),0.030057345,19,0,1,0,3135,26.125
13,(patch 96 61),(patch 3 59),0.02910064,19,0,1,0,3268,27.23333333
16,(patch 96 42),(patch 3 40),0.0280854,19,0,1,0,3360,28
9,(patch 3 61),(patch 96 58),0.027560363,19,0,1,0,3406,28.38333333
6,(patch 96 42),(patch 3 40),0.027730493,19,0,1,0,3458,28.81666667
10,(patch 96 57),(patch 3 61),0.027532259,19,0,1,0,3467,28.89166667
15,(patch 3 39),(patch 96 41),0.026308236,19,0,1,0,3551,29.59166667
0,(patch 3 41),(patch 96 38),0.025981627,19,0,1,0,3670,30.58333333
4,(patch 3 61),(patch 96 58),0.02512694,19,0,1,0,3762,31.35
3,(patch 96 38),(patch 3 41),0.025117153,19,0,1,0,3918,32.65
7,(patch 3 41),(patch 96 40),0.022753496,19,0,1,0,4234,35.28333333
14,(patch 96 38),(patch 3 41),0.022598427,19,0,1,0,4313,35.94166667
2,(patch 96 58),(patch 3 57),0.021958828,19,0,1,0,4331,36.09166667
32,(patch 3 39),(patch 96 40),0.034867405,39,4,1,1800,4507,22.55833333
39,(patch 3 58),(patch 96 59),0.033582905,39,4,1,1800,4624,23.53333333
17,(patch 3 40),(patch 96 38),0.020315691,19,0,1,0,4671,38.925
40,(patch 3 39),(patch 96 39),0.031269773,39,4,1,1800,4916,25.96666667
26,(patch 3 41),(patch 96 40),0.030434434,39,4,1,1800,4943,26.19166667
42,(patch 3 58),(patch 96 58),0.0283472,39,4,1,1800,5156,27.96666667
24,(patch 96 39),(patch 3 41),0.027854504,39,4,1,1800,5184,28.2
37,(patch 96 60),(patch 3 59),0.026883852,39,4,1,1800,5313,29.275
30,(patch 3 42),(patch 96 40),0.025432937,39,4,1,1800,5558,31.31666667
29,(patch 3 42),(patch 96 41),0.025578214,39,4,1,1800,5598,31.65
33,(patch 3 59),(patch 96 59),0.024175728,39,4,1,1800,5709,32.575
31,(patch 3 60),(patch 96 57),0.024375438,39,4,1,1800,5756,32.96666667
41,(patch 3 41),(patch 96 40),0.024127583,39,4,1,1800,5856,33.8
25,(patch 96 41),(patch 3 39),0.022398697,39,4,1,1800,6031,35.25833333
28,(patch 3 59),(patch 96 61),0.022073125,39,4,1,1800,6183,36.525
35,(patch 3 59),(patch 96 61),0.021956237,39,4,1,1800,6261,37.175
27,(patch 3 61),(patch 96 59),0.021986411,39,4,1,1800,6291,37.425
38,(patch 96 42),(patch 3 42),0.020693544,39,4,1,1800,6342,37.85
50,(patch 96 42),(patch 3 41),0.031855444,48,4,1,3600,6637,25.30833333
34,(patch 3 38),(patch 96 39),0.019765773,39,4,1,1800,6682,40.68333333
62,(patch 96 59),(patch 3 61),0.029898611,48,4,1,3600,6808,26.73333333
49,(patch 3 60),(patch 96 57),0.029936041,48,4,1,3600,6828,26.9
48,(patch 3 61),(patch 96 60),0.028063577,48,4,1,3600,6974,28.11666667
43,(patch 96 60),(patch 3 59),0.01883645,39,4,1,1800,6977,43.14166667
11,(patch 3 42),(patch 96 38),0.014019263,19,0,1,0,7059,58.825
55,(patch 96 39),(patch 3 38),0.027259451,48,4,1,3600,7120,29.33333333
58,(patch 3 59),(patch 96 60),0.026738619,48,4,1,3600,7130,29.41666667
57,(patch 96 42),(patch 3 41),0.026438721,48,4,1,3600,7151,29.59166667
63,(patch 3 58),(patch 96 58),0.025758467,48,4,1,3600,7266,30.55
52,(patch 96 60),(patch 3 58),0.025906995,48,4,1,3600,7270,30.58333333
60,(patch 96 42),(patch 3 42),0.025639521,48,4,1,3600,7419,31.825
53,(patch 96 58),(patch 3 57),0.024645296,48,4,1,3600,7471,32.25833333
56,(patch 3 59),(patch 96 59),0.024650814,48,4,1,3600,7487,32.39166667
59,(patch 3 41),(patch 96 40),0.026355486,48,4,1,3600,7501,32.50833333
54,(patch 3 42),(patch 96 40),0.024789986,48,4,1,3600,7547,32.89166667
46,(patch 96 58),(patch 3 60),0.024245657,48,4,1,3600,7552,32.93333333
47,(patch 96 41),(patch 3 41),0.023737519,48,4,1,3600,7632,33.6
65,(patch 96 42),(patch 3 42),0.023467227,48,4,1,3600,7780,34.83333333
36,(patch 3 39),(patch 96 40),0.016688208,39,4,1,1800,7789,49.90833333
51,(patch 96 39),(patch 3 38),0.022147695,48,4,1,3600,7991,36.59166667
