5,(patch 41 96),(patch 39 3),0.040263841,19,0,1,0,2313,19.275
8,(patch 60 96),(patch 61 3),0.032921993,19,0,1,0,2823,23.525
12,(patch 3 40),(patch 96 42),0.03175121,19,0,1,0,2923,24.35833333
18,(patch 42 96),(patch 38 3),0.031229669,19,0,1,0,3037,25.30833333
19,(patch 57 96),(patch 59 3),0.030057345,19,0,1,0,3109,25.90833333
13,(patch 57 96),(patch 59 3),0.02910064,19,0,1,0,3227,26.89166667
16,(patch 3 42),(patch 96 40),0.0280854,19,0,1,0,3303,27.525
6,(patch 3 42),(patch 96 40),0.027730493,19,0,1,0,3383,28.19166667
10,(patch 61 96),(patch 57 3),0.027532259,19,0,1,0,3391,28.25833333
15,(patch 3 58),(patch 96 60),0.026308236,19,0,1,0,3530,29.41666667
0,(patch 3 60),(patch 96 57),0.025981627,19,0,1,0,3610,30.08333333
3,(patch 3 38),(patch 96 41),0.025117153,19,0,1,0,3709,30.90833333
4,(patch 38 96),(patch 41 3),0.02512694,19,0,1,0,3782,31.51666667
9,(patch 38 96),(patch 41 3),0.027560363,19,0,1,0,3806,31.71666667
7,(patch 3 60),(patch 96 59),0.022753496,19,0,1,0,4163,34.69166667
2,(patch 60 96),(patch 61 3),0.021958828,19,0,1,0,4261,35.50833333
14,(patch 3 38),(patch 96 41),0.022598427,19,0,1,0,4405,36.70833333
30,(patch 3 42),(patch 96 42),0.034060873,39,4,1,1800,4534,22.78333333
42,(patch 60 96),(patch 59 3),0.031175383,39,4,1,1800,4773,24.775
31,(patch 61 96),(patch 61 3),0.030189437,39,4,1,1800,4896,25.8
26,(patch 59 96),(patch 57 3),0.030033729,39,4,1,1800,4950,26.25
29,(patch 61 96),(patch 57 3),0.028639687,39,4,1,1800,5091,27.425
38,(patch 3 59),(patch 96 58),0.028222293,39,4,1,1800,5200,28.33333333
36,(patch 3 41),(patch 96 39),0.027218048,39,4,1,1800,5209,28.40833333
41,(patch 57 96),(patch 61 3),0.025973342,39,4,1,1800,5399,29.99166667
17,(patch 3 59),(patch 96 57),0.020315691,19,0,1,0,5404,45.03333333
34,(patch 61 96),(patch 60 3),0.026917137,39,4,1,1800,5443,30.35833333
32,(patch 61 96),(patch 58 3),0.025926472,39,4,1,1800,5487,30.725
24,(patch 60 96),(patch 58 3),0.026052305,39,4,1,1800,5550,31.25
35,(patch 3 39),(patch 96 39),0.025223836,39,4,1,1800,5571,31.425
37,(patch 41 96),(patch 38 3),0.024902555,39,4,1,1800,5732,32.76666667
25,(patch 41 96),(patch 42 3),0.023005934,39,4,1,1800,5920,34.33333333
43,(patch 3 41),(patch 96 40),0.021571193,39,4,1,1800,6165,36.375
40,(patch 3 59),(patch 96 61),0.020640562,39,4,1,1800,6361,38.00833333
39,(patch 3 40),(patch 96 38),0.020314078,39,4,1,1800,6423,38.525
28,(patch 3 61),(patch 96 60),0.019661238,39,4,1,1800,6570,39.75
52,(patch 3 38),(patch 96 42),0.030980557,49,5,1,3600,6598,24.98333333
47,(patch 41 96),(patch 40 3),0.03036329,49,5,1,3600,6651,25.425
56,(patch 57 96),(patch 61 3),0.028862502,49,5,1,3600,6850,27.08333333
11,(patch 3 61),(patch 96 57),0.014019263,19,0,1,0,6918,57.65
58,(patch 3 61),(patch 96 61),0.027994912,49,5,1,3600,6938,27.81666667
60,(patch 60 96),(patch 61 3),0.027991673,49,5,1,3600,6965,28.04166667
48,(patch 39 96),(patch 38 3),0.027708207,49,5,1,3600,6977,28.14166667
51,(patch 61 96),(patch 58 3),0.027089239,49,5,1,3600,7049,28.74166667
53,(patch 3 59),(patch 96 60),0.026777142,49,5,1,3600,7076,28.96666667
46,(patch 42 96),(patch 41 3),0.026418073,49,5,1,3600,7127,29.39166667
59,(patch 60 96),(patch 58 3),0.027387593,49,5,1,3600,7134,29.45
27,(patch 61 96),(patch 58 3),0.01775586,39,4,1,1800,7251,45.425
57,(patch 38 96),(patch 42 3),0.025757046,49,5,1,3600,7275,30.625
65,(patch 58 96),(patch 58 3),0.025195783,49,5,1,3600,7296,30.8
55,(patch 3 58),(patch 96 60),0.025582571,49,5,1,3600,7380,31.5
54,(patch 61 96),(patch 59 3),0.023342157,49,5,1,3600,7634,33.61666667
1,(patch 60 96),(patch 61 3),0.011903117,19,0,1,0,7966,66.38333333
80,(patch 61 96),(patch 59 3),0.033005052,54,6,1,5400,8239,23.65833333
50,(patch 57 96),(patch 58 3),0.019832077,49,5,1,3600,8318,39.31666667
49,(patch 39 96),(patch 38 3),0.019865959,49,5,1,3600,8350,39.58333333
83,(patch 57 96),(patch 58 3),0.031159823,54,6,1,5400,8376,24.8
64,(patch 38 96),(patch 40 3),0.01996581,49,5,1,3600,8418,40.15
70,(patch 42 96),(patch 40 3),0.029896791,54,6,1,5400,8552,26.26666667
84,(patch 39 96),(patch 38 3),0.029039215,54,6,1,5400,8687,27.39166667
